Date,Open,High,Low,Close
7/16/62,57.83,58.1,57.18,57.83
7/17/62,57.83,57.96,56.68,56.78
7/18/62,56.78,56.81,55.86,56.2
7/19/62,56.2,56.95,55.96,56.42
7/20/62,56.42,57.09,56.27,56.81
7/23/62,56.81,57.32,56.53,56.8
7/24/62,56.8,56.93,56.14,56.36
7/25/62,56.36,56.67,55.78,56.46
7/26/62,56.46,57.18,56.16,56.77
7/27/62,56.77,57.36,56.56,57.2
7/30/62,57.2,57.98,57.08,57.83
7/31/62,57.83,58.58,57.74,58.23
8/1/62,58.23,58.3,57.51,57.75
8/2/62,57.75,58.2,57.38,57.98
8/3/62,57.98,58.32,57.63,58.12
8/6/62,58.12,58.35,57.54,57.75
8/7/62,57.75,57.81,57.07,57.36
8/8/62,57.36,57.64,56.76,57.51
8/9/62,57.51,57.88,57.19,57.57
8/10/62,57.57,57.85,57.16,57.55
8/13/62,57.55,57.9,57.22,57.63
8/14/62,57.63,58.43,57.41,58.25
8/15/62,58.25,59.11,58.22,58.66
8/16/62,58.66,59.11,58.24,58.64
8/17/62,58.64,59.24,58.43,59.01
8/20/62,59.01,59.72,58.9,59.37
8/21/62,59.37,59.66,58.9,59.12
8/22/62,59.12,59.93,58.91,59.78
8/23/62,59.78,60.33,59.47,59.7
8/24/62,59.7,59.92,59.18,59.58
8/27/62,59.58,59.94,59.24,59.55
8/28/62,59.55,59.61,58.66,58.79
8/29/62,58.79,58.96,58.17,58.66
8/30/62,58.66,59.06,58.39,58.68
8/31/62,58.68,59.25,58.45,59.12
9/4/62,59.12,59.49,58.44,58.56
9/5/62,58.56,58.77,57.95,58.12
9/6/62,58.12,58.6,57.72,58.36
9/7/62,58.36,58.9,58.09,58.38
9/10/62,58.38,58.64,57.88,58.45
9/11/62,58.45,58.93,58.17,58.59
9/12/62,58.59,59.06,58.4,58.84
9/13/62,58.84,59.18,58.46,58.7
9/14/62,58.7,59.14,58.4,58.89
9/17/62,58.89,59.42,58.65,59.08
9/18/62,59.08,59.54,58.77,59.03
9/19/62,59.03,59.26,58.59,58.95
9/20/62,58.95,59.29,58.33,58.54
9/21/62,58.54,58.64,57.43,57.69
9/24/62,57.45,57.45,56.3,56.63
9/25/62,56.63,57.22,56.12,56.96
9/26/62,56.96,57.29,55.92,56.15
9/27/62,56.15,56.55,55.53,55.77
9/28/62,55.77,56.58,55.59,56.27
10/1/62,56.27,56.31,55.26,55.49
10/2/62,55.49,56.46,55.31,56.1
10/3/62,56.1,56.71,55.84,56.16
10/4/62,56.16,56.84,55.9,56.7
10/5/62,56.7,57.3,56.55,57.07
10/8/62,57.07,57.41,56.68,57.07
10/9/62,57.07,57.4,56.71,57.2
10/10/62,57.2,57.83,56.96,57.24
10/11/62,57.24,57.46,56.78,57.05
10/12/62,57.05,57.21,56.66,56.95
10/15/62,56.95,57.5,56.66,57.27
10/16/62,57.27,57.63,56.87,57.08
10/17/62,57.08,57.23,56.37,56.89
10/18/62,56.89,57.02,56.18,56.34
10/19/62,56.34,56.54,55.34,55.59
10/22/62,55.48,55.48,54.38,54.96
10/23/62,54.96,55.19,53.24,53.49
10/24/62,53.49,55.44,52.55,55.21
10/25/62,55.17,55.17,53.82,54.69
10/26/62,54.69,54.96,54.08,54.54
10/29/62,55.34,56.38,55.34,55.72
10/30/62,55.72,56.84,55.52,56.54
10/31/62,56.54,57,56.19,56.52
11/1/62,56.52,57.31,55.9,57.12
11/2/62,57.12,58.19,56.78,57.75
11/5/62,57.75,58.7,57.69,58.35
11/7/62,58.35,59.11,57.76,58.71
11/8/62,58.71,59.12,58.09,58.32
11/9/62,58.32,58.99,57.9,58.78
11/12/62,58.78,60,58.59,59.59
11/13/62,59.59,60.06,59.06,59.46
11/14/62,59.46,60.41,59.18,60.16
11/15/62,60.16,60.67,59.74,59.97
11/16/62,59.97,60.46,59.46,60.16
11/19/62,60.16,60.42,59.46,59.82
11/20/62,59.82,60.63,59.57,60.45
11/21/62,60.45,61.18,60.19,60.81
11/23/62,60.81,62.03,60.66,61.54
11/26/62,61.54,62.13,60.95,61.36
11/27/62,61.36,62.04,60.98,61.73
11/28/62,61.73,62.48,61.51,62.12
11/29/62,62.12,62.72,61.69,62.41
11/30/62,62.41,62.78,61.78,62.26
12/3/62,62.26,62.45,61.28,61.94
12/4/62,61.94,62.93,61.77,62.64
12/5/62,62.64,63.5,62.37,62.39
12/6/62,62.39,63.36,62.28,62.93
12/7/62,62.93,63.43,62.45,63.06
12/10/62,63.06,63.35,61.96,62.27
12/11/62,62.27,62.58,61.72,62.32
12/12/62,62.32,63.16,62.13,62.63
12/13/62,62.63,63.07,62.09,62.42
12/14/62,62.42,62.83,61.96,62.57
12/17/62,62.57,62.95,62.14,62.37
12/18/62,62.37,62.66,61.78,62.07
12/19/62,62.07,62.81,61.72,62.58
12/20/62,62.58,63.28,62.44,62.82
12/21/62,62.82,63.13,62.26,62.64
12/24/62,62.64,63.03,62.19,62.63
12/26/62,62.63,63.32,62.56,63.02
12/27/62,63.02,63.41,62.67,62.93
12/28/62,62.93,63.25,62.53,62.96
12/31/62,62.96,63.43,62.68,63.1
1/2/63,63.1,63.39,62.32,62.69
1/3/63,62.69,63.89,62.67,63.72
1/4/63,63.72,64.45,63.57,64.13
1/7/63,64.13,64.59,63.67,64.12
1/8/63,64.12,64.98,64,64.74
1/9/63,64.74,65.22,64.32,64.59
1/10/63,64.59,65.16,64.33,64.71
1/11/63,64.71,65.1,64.31,64.85
1/14/63,64.85,65.5,64.61,65.2
1/15/63,65.2,65.62,64.82,65.11
1/16/63,65.11,65.25,64.42,64.67
1/17/63,64.67,65.4,64.35,65.13
1/18/63,65.13,65.7,64.86,65.18
1/21/63,65.18,65.52,64.64,65.28
1/22/63,65.28,65.8,65.03,65.44
1/23/63,65.44,65.91,65.23,65.62
1/24/63,65.62,66.09,65.33,65.75
1/25/63,65.75,66.23,65.38,65.92
1/28/63,65.92,66.59,65.77,66.24
1/29/63,66.24,66.58,65.83,66.23
1/30/63,66.23,66.33,65.55,65.85
1/31/63,65.85,66.45,65.51,66.2
2/1/63,66.31,66.31,66.31,66.31
2/4/63,66.31,66.66,65.89,66.17
2/5/63,66.17,66.35,65.38,66.11
2/6/63,66.11,66.76,65.88,66.4
2/7/63,66.4,66.81,65.91,66.17
2/8/63,66.17,66.45,65.65,66.17
2/11/63,66.17,66.41,65.5,65.76
2/12/63,65.76,66.01,65.16,65.83
2/13/63,65.83,66.53,65.56,66.15
2/14/63,66.15,66.75,65.93,66.35
2/15/63,66.35,66.74,65.96,66.41
2/18/63,66.41,66.96,66.1,66.52
2/19/63,66.52,66.67,65.92,66.2
2/20/63,66.2,66.28,65.44,65.83
2/21/63,65.83,66.23,65.36,65.92
2/25/63,65.92,66.09,65.24,65.46
2/26/63,65.46,65.86,65.06,65.47
2/27/63,65.47,65.74,64.86,65.01
2/28/63,65.01,65.14,64.08,64.29
3/1/63,64.29,64.75,63.8,64.1
3/4/63,64.1,65.08,63.88,64.72
3/5/63,64.72,65.27,64.41,64.74
3/6/63,64.74,65.06,64.31,64.85
3/7/63,64.85,65.6,64.81,65.26
3/8/63,65.26,65.74,65.03,65.33
3/11/63,65.33,65.86,65.11,65.51
3/12/63,65.51,65.97,65.26,65.67
3/13/63,65.67,66.27,65.54,65.91
3/14/63,65.91,66.21,65.39,65.6
3/15/63,65.6,66.22,65.39,65.93
3/18/63,65.93,66.17,65.36,65.61
3/19/63,65.61,65.85,65.19,65.47
3/20/63,65.47,66.15,65.3,65.95
3/21/63,65.95,66.25,65.6,65.85
3/22/63,65.85,66.44,65.68,66.19
3/25/63,66.19,66.6,65.92,66.21
3/26/63,66.21,66.73,66.01,66.4
3/27/63,66.4,66.93,66.21,66.68
3/28/63,66.68,67.01,66.32,66.58
3/29/63,66.58,66.9,66.23,66.57
4/1/63,66.57,67.18,66.23,66.85
4/2/63,66.85,67.36,66.51,66.84
4/3/63,66.84,67.55,66.63,67.36
4/4/63,67.36,68.12,67.28,67.85
4/5/63,67.85,68.46,67.46,68.28
4/8/63,68.28,68.91,68.05,68.52
4/9/63,68.52,68.84,68.03,68.45
4/10/63,68.45,68.89,67.66,68.29
4/11/63,68.29,69.07,67.97,68.77
4/15/63,68.77,69.56,68.58,69.09
4/16/63,69.09,69.61,68.66,69.14
4/17/63,69.14,69.37,68.47,68.92
4/18/63,68.92,69.34,68.56,68.89
4/19/63,68.89,69.46,68.6,69.23
4/22/63,69.23,69.82,69.01,69.3
4/23/63,69.3,69.83,68.95,69.53
4/24/63,69.53,70.12,69.34,69.72
4/25/63,69.72,70.08,69.25,69.76
4/26/63,69.76,70.11,69.23,69.7
4/29/63,69.7,70.04,69.26,69.65
4/30/63,69.65,70.18,69.26,69.8
5/1/63,69.8,70.43,69.61,69.97
5/2/63,69.97,70.5,69.75,70.17
5/3/63,70.17,70.51,69.78,70.03
5/6/63,70.03,70.31,69.32,69.53
5/7/63,69.53,69.92,69.03,69.44
5/8/63,69.44,70.24,69.23,70.01
5/9/63,70.01,70.74,69.86,70.35
5/10/63,70.35,70.81,69.99,70.52
5/13/63,70.52,70.89,70.11,70.48
5/14/63,70.48,70.73,69.92,70.21
5/15/63,70.21,70.77,69.87,70.43
5/16/63,70.43,70.81,69.91,70.25
5/17/63,70.25,70.63,69.83,70.29
5/20/63,70.29,70.48,69.59,69.96
5/21/63,69.96,70.51,69.62,70.14
5/22/63,70.14,70.68,69.82,70.14
5/23/63,70.14,70.53,69.79,70.1
5/24/63,70.1,70.44,69.66,70.02
5/27/63,70.02,70.27,69.48,69.87
5/28/63,69.87,70.41,69.55,70.01
5/29/63,70.01,70.65,69.86,70.33
5/31/63,70.33,71.14,70.27,70.8
6/3/63,70.8,71.24,70.39,70.69
6/4/63,70.69,71.08,70.2,70.7
6/5/63,70.7,71.17,70.17,70.53
6/6/63,70.53,70.95,70.11,70.58
6/7/63,70.58,70.98,70.1,70.41
6/10/63,70.41,70.51,69.57,69.94
6/11/63,69.94,70.41,69.58,70.03
6/12/63,70.03,70.81,69.91,70.41
6/13/63,70.41,70.85,69.98,70.23
6/14/63,70.23,70.6,69.87,70.25
6/17/63,69.95,69.95,69.95,69.95
6/18/63,69.95,70.43,69.63,70.02
6/19/63,70.02,70.47,69.75,70.09
6/20/63,70.09,70.36,69.31,70.01
6/21/63,70.01,70.57,69.79,70.25
6/24/63,70.25,70.67,69.84,70.2
6/25/63,70.2,70.51,69.75,70.04
6/26/63,70.04,70.1,69.17,69.41
6/27/63,69.41,69.81,68.78,69.07
6/28/63,69.07,69.68,68.93,69.37
7/1/63,69.37,69.53,68.58,68.86
7/2/63,68.86,69.72,68.74,69.46
7/3/63,69.46,70.28,69.42,69.94
7/5/63,69.94,70.48,69.78,70.22
7/8/63,70.22,70.35,69.47,69.74
7/9/63,69.74,70.39,69.55,70.04
7/10/63,70.04,70.31,69.56,69.89
7/11/63,69.89,70.3,69.52,69.76
7/12/63,69.76,70.13,69.36,69.64
7/15/63,69.64,69.73,68.97,69.2
7/16/63,69.2,69.51,68.85,69.14
7/17/63,69.14,69.53,68.68,68.93
7/18/63,68.93,69.27,68.34,68.49
7/19/63,68.49,68.7,67.9,68.35
7/22/63,68.35,68.6,67.54,67.9
7/23/63,67.9,68.57,67.65,67.91
7/24/63,67.91,68.54,67.76,68.28
7/25/63,68.28,68.92,68.02,68.26
7/26/63,68.26,68.76,68.03,68.54
7/29/63,68.54,68.96,68.32,68.67
7/30/63,68.67,69.45,68.58,69.24
7/31/63,69.24,69.83,68.91,69.13
8/1/63,69.13,69.47,68.64,69.07
8/2/63,69.07,69.56,68.86,69.3
8/5/63,69.3,69.97,69.2,69.71
8/6/63,69.71,70.4,69.57,70.17
8/7/63,70.17,70.53,69.69,69.96
8/8/63,69.96,70.31,69.58,70.02
8/9/63,70.02,70.65,69.83,70.48
8/12/63,70.48,71,70.19,70.59
8/13/63,70.59,71.09,70.32,70.79
8/14/63,70.79,71.32,70.39,71.07
8/15/63,71.07,71.71,70.81,71.38
8/16/63,71.38,71.95,71.05,71.49
8/19/63,71.49,71.92,71.15,71.44
8/20/63,71.44,71.91,71.03,71.38
8/21/63,71.38,71.73,71,71.29
8/22/63,71.29,71.81,70.95,71.54
8/23/63,71.54,72.14,71.33,71.76
8/26/63,71.76,72.3,71.57,71.91
8/27/63,71.91,72.04,71.27,71.52
8/28/63,71.52,72.39,71.49,72.04
8/29/63,72.04,72.56,71.83,72.16
8/30/63,72.16,72.71,71.88,72.5
9/3/63,72.5,73.09,72.3,72.66
9/4/63,72.66,73.18,72.32,72.64
9/5/63,72.64,73.19,72.15,73
9/6/63,73,73.51,72.51,72.84
9/9/63,72.84,73.23,72.26,72.58
9/10/63,72.58,73.27,72.25,72.99
9/11/63,72.99,73.79,72.83,73.2
9/12/63,73.2,73.6,72.72,73.15
9/13/63,73.15,73.59,72.82,73.17
9/16/63,73.17,73.63,72.8,73.07
9/17/63,73.07,73.64,72.79,73.12
9/18/63,73.12,73.44,72.51,72.8
9/19/63,72.8,73.47,72.61,73.22
9/20/63,73.22,73.71,72.92,73.3
9/23/63,73.3,73.53,72.62,72.96
9/24/63,72.96,73.67,72.59,73.3
9/25/63,73.3,73.87,72.58,72.89
9/26/63,72.89,73.07,72.01,72.27
9/27/63,72.27,72.6,71.6,72.13
9/30/63,72.13,72.37,71.28,71.7
10/1/63,71.7,72.65,71.57,72.22
10/2/63,72.22,72.67,71.92,72.3
10/3/63,72.3,73.1,72.1,72.83
10/4/63,72.83,73.19,72.46,72.85
10/7/63,72.85,73.27,72.39,72.7
10/8/63,72.7,73.14,72.24,72.6
10/9/63,71.98,71.98,71.6,71.87
10/10/63,71.87,72.52,71.6,72.2
10/11/63,72.2,72.71,71.87,72.27
10/14/63,72.27,72.43,71.85,72.3
10/15/63,72.3,72.79,71.99,72.4
10/16/63,72.4,73.2,72.08,72.97
10/17/63,72.97,73.77,72.84,73.26
10/18/63,73.26,73.74,72.85,73.32
10/21/63,73.32,73.87,73.03,73.38
10/22/63,73.38,73.55,72.48,72.96
10/23/63,72.96,73.55,72.59,73
10/24/63,73,73.73,72.74,73.28
10/25/63,73.28,74.41,73.06,74.01
10/28/63,74.01,75.15,73.75,74.48
10/29/63,74.48,75.18,73.97,74.46
10/30/63,74.46,74.59,73.43,73.8
10/31/63,73.8,74.35,73.25,74.01
11/1/63,74.01,74.44,73.47,73.83
11/4/63,73.83,74.27,73.09,73.45
11/6/63,73.45,73.47,72.33,72.81
11/7/63,72.81,73.48,72.58,73.06
11/8/63,73.06,73.66,72.8,73.36
11/11/63,73.52,73.52,73.52,73.52
11/12/63,73.23,73.23,73.23,73.23
11/13/63,73.23,73.67,72.89,73.29
11/14/63,73.29,73.53,72.63,72.95
11/15/63,72.95,73.2,72.09,72.35
11/18/63,72.35,72.52,71.42,71.83
11/19/63,71.83,72.61,71.42,71.9
11/20/63,71.9,73.14,71.49,72.56
11/21/63,72.56,72.86,71.4,71.62
11/22/63,71.62,72.17,69.48,69.61
11/26/63,71.4,72.74,71.4,72.38
11/27/63,72.38,72.78,71.76,72.25
11/29/63,72.25,73.47,72.05,73.23
12/2/63,73.23,74.08,73.02,73.66
12/3/63,73.66,74.01,73.14,73.62
12/4/63,73.62,74.18,73.21,73.8
12/5/63,73.8,74.57,73.45,74.28
12/6/63,74.28,74.63,73.62,74
12/9/63,74,74.41,73.56,73.96
12/10/63,73.96,74.48,73.4,73.99
12/11/63,73.99,74.37,73.58,73.9
12/12/63,73.9,74.31,73.58,73.91
12/13/63,73.91,74.39,73.68,74.06
12/16/63,74.06,74.66,73.78,74.3
12/17/63,74.3,75.08,74.07,74.74
12/18/63,74.74,75.21,74.25,74.63
12/19/63,74.63,74.92,74.08,74.4
12/20/63,74.4,74.75,73.85,74.28
12/23/63,74.28,74.45,73.49,73.81
12/24/63,73.81,74.48,73.44,73.97
12/26/63,73.97,74.63,73.74,74.32
12/27/63,74.32,74.91,74.09,74.44
12/30/63,74.44,74.94,74.13,74.56
12/31/63,74.56,75.36,74.4,75.02
1/2/64,75.02,75.79,74.82,75.43
1/3/64,75.43,76.04,75.09,75.5
1/6/64,75.5,76.12,75.18,75.67
1/7/64,75.67,76.24,75.25,75.69
1/8/64,75.69,76.35,75.39,76
1/9/64,76,76.64,75.6,76.28
1/10/64,76.28,76.67,75.74,76.24
1/13/64,76.24,76.71,75.78,76.22
1/14/64,76.22,76.85,75.88,76.36
1/15/64,76.36,77.06,75.96,76.64
1/16/64,76.64,77.21,76.05,76.55
1/17/64,76.55,77.09,76.02,76.56
1/20/64,76.56,77.19,76.02,76.41
1/21/64,76.41,76.99,75.87,76.62
1/22/64,76.62,77.62,76.45,77.03
1/23/64,77.03,77.62,76.67,77.09
1/24/64,77.09,77.56,76.58,77.11
1/27/64,77.11,77.78,76.64,77.08
1/28/64,77.08,77.56,76.63,77.1
1/29/64,77.1,77.36,76.33,76.63
1/30/64,76.63,77.2,76.26,76.7
1/31/64,76.7,77.37,76.39,77.04
2/3/64,77.04,77.55,76.53,76.97
2/4/64,76.97,77.31,76.46,76.88
2/5/64,76.88,77.28,76.36,76.75
2/6/64,76.75,77.26,76.47,76.93
2/7/64,76.93,77.51,76.66,77.18
2/10/64,77.18,77.77,76.83,77.05
2/11/64,77.05,77.65,76.81,77.33
2/12/64,77.33,77.88,77.14,77.57
2/13/64,77.57,77.93,77.1,77.52
2/14/64,77.52,77.82,77.02,77.48
2/17/64,77.48,77.93,77.04,77.46
2/18/64,77.46,77.9,77,77.47
2/19/64,77.47,77.98,77.13,77.55
2/20/64,77.55,77.99,77.16,77.62
2/24/64,77.62,78.16,77.27,77.68
2/25/64,77.68,78.31,77.19,77.68
2/26/64,77.68,78.13,77.33,77.87
2/27/64,77.87,78.29,77.38,77.62
2/28/64,77.62,78.06,77.2,77.8
3/2/64,77.8,78.38,77.5,77.97
3/3/64,77.97,78.66,77.69,78.22
3/4/64,78.22,78.7,77.7,78.07
3/5/64,78.07,78.44,77.58,78.06
3/6/64,78.06,78.6,77.85,78.31
3/9/64,78.31,78.88,77.95,78.33
3/10/64,78.33,78.9,77.95,78.59
3/11/64,78.59,79.42,78.45,78.95
3/12/64,78.95,79.41,78.55,79.08
3/13/64,79.08,79.59,78.74,79.14
3/16/64,79.14,79.6,78.72,79.14
3/17/64,79.14,79.65,78.77,79.32
3/18/64,79.32,79.89,78.9,79.38
3/19/64,79.38,79.85,78.94,79.3
3/20/64,79.3,79.35,78.92,78.92
3/23/64,78.92,79.33,78.45,78.93
3/24/64,78.93,79.34,78.51,78.79
3/25/64,78.79,79.33,78.17,78.98
3/26/64,78.98,79.58,78.67,79.19
3/30/64,79.19,79.67,78.75,79.14
3/31/64,79.14,79.51,78.57,78.98
4/1/64,78.98,79.58,78.67,79.24
4/2/64,79.24,80.09,79.13,79.7
4/3/64,79.7,80.37,79.45,79.94
4/6/64,79.94,80.45,79.55,80.02
4/7/64,80.02,80.44,79.41,79.74
4/8/64,79.74,80.17,79.26,79.75
4/9/64,79.75,80.23,79.36,79.7
4/10/64,79.7,80.26,79.43,79.85
4/13/64,79.85,80.3,79.42,79.77
4/14/64,79.77,80.37,79.46,79.99
4/15/64,79.99,80.5,79.63,80.09
4/16/64,80.09,80.62,79.73,80.2
4/17/64,80.2,80.98,79.99,80.55
4/20/64,80.55,81.04,80.11,80.5
4/21/64,80.5,80.98,80.05,80.54
4/22/64,80.54,80.92,80.06,80.49
4/23/64,80.49,81.2,80.09,80.38
4/24/64,80.38,80.62,79.45,79.75
4/27/64,79.75,80.01,78.9,79.35
4/28/64,79.35,80.26,79.14,79.9
4/29/64,79.9,80.6,79.29,79.7
4/30/64,79.7,80.08,79.08,79.46
5/1/64,79.46,80.47,79.46,80.17
5/4/64,80.17,81.01,79.87,80.47
5/5/64,80.47,81.2,79.99,80.88
5/6/64,80.88,81.57,80.53,81.06
5/7/64,81.06,81.72,80.67,81.15
5/8/64,81,81,81,81
5/11/64,81,81.51,80.58,80.9
5/12/64,80.9,81.81,80.66,81.16
5/13/64,81.16,81.65,80.66,80.97
5/14/64,80.97,81.28,80.37,80.86
5/15/64,80.86,81.45,80.49,81.1
5/18/64,81.1,81.47,80.42,80.72
5/19/64,80.72,81.04,79.96,80.3
5/20/64,80.3,81.02,80.09,80.66
5/21/64,80.66,81.49,80.36,80.94
5/22/64,80.94,81.15,80.36,80.73
5/25/64,80.73,81.16,80.21,80.56
5/26/64,80.56,80.94,80.12,80.39
5/27/64,80.39,80.72,79.78,80.26
5/28/64,80.26,80.75,79.88,80.37
6/1/64,80.37,80.83,79.83,80.11
6/2/64,80.11,80.6,79.5,79.7
6/3/64,79.7,80.12,79.27,79.49
6/4/64,79.49,79.75,78.44,78.67
6/5/64,78.67,79.45,78.5,79.02
6/8/64,79.02,79.44,78.44,78.64
6/9/64,78.64,79.39,78.15,79.14
6/10/64,79.14,79.84,79.02,79.44
6/11/64,79.44,80.13,79.24,79.73
6/12/64,79.73,80.05,79.19,79.6
6/15/64,79.6,80.33,79.39,79.97
6/16/64,79.97,80.72,79.85,80.4
6/17/64,80.4,81.13,80.22,80.81
6/18/64,80.81,81.34,80.43,80.79
6/19/64,80.79,81.23,80.39,80.89
6/22/64,80.89,81.54,80.66,81.11
6/23/64,81.11,81.43,80.5,80.77
6/24/64,80.77,81.45,80.41,81.06
6/25/64,81.06,81.73,80.75,81.21
6/26/64,81.21,81.78,80.86,81.46
6/29/64,81.46,82.1,81.1,81.64
6/30/64,81.64,82.07,81.19,81.69
7/1/64,81.69,82.51,81.46,82.27
7/2/64,82.27,82.98,82.09,82.6
7/6/64,82.6,83.38,82.37,82.98
7/7/64,82.98,83.53,82.6,83.12
7/8/64,83.12,83.56,82.58,83.12
7/9/64,83.12,83.64,82.74,83.22
7/10/64,83.22,83.99,82.87,83.36
7/13/64,83.36,83.86,82.92,83.31
7/14/64,83.31,83.71,82.72,83.06
7/15/64,83.06,83.67,82.72,83.34
7/16/64,83.34,83.98,83.06,83.64
7/17/64,83.64,84.33,83.37,84.01
7/20/64,84.01,84.33,83.44,83.74
7/21/64,83.74,83.99,83.06,83.54
7/22/64,83.54,83.95,82.96,83.52
7/23/64,83.52,83.91,83.06,83.48
7/24/64,83.48,83.92,83.07,83.46
7/27/64,83.46,83.82,82.82,83.08
7/28/64,83.08,83.3,82.4,82.85
7/29/64,82.85,83.3,82.47,82.92
7/30/64,82.92,83.5,82.63,83.09
7/31/64,83.09,83.57,82.72,83.18
8/3/64,83.18,83.49,82.65,83
8/4/64,83,83.02,81.68,81.96
8/5/64,81.96,82.41,80.8,82.09
8/6/64,82.09,82.45,81.2,81.34
8/7/64,81.34,82.2,81.19,81.86
8/10/64,81.86,82.23,81.43,81.78
8/11/64,81.78,82.25,81.45,81.76
8/12/64,81.76,82.53,81.6,82.17
8/13/64,82.17,82.87,81.98,82.41
8/14/64,82.41,82.83,82.03,82.35
8/17/64,82.35,82.85,82.02,82.36
8/18/64,82.36,82.79,82.01,82.4
8/19/64,82.4,82.8,81.99,82.32
8/20/64,82.32,82.57,81.6,81.94
8/21/64,81.94,82.43,81.64,82.07
8/24/64,82.07,82.48,81.64,81.91
8/25/64,81.91,82.13,81.2,81.44
8/26/64,81.44,81.74,80.99,81.32
8/27/64,81.32,81.94,81.07,81.7
8/28/64,81.7,82.29,81.54,81.99
8/31/64,81.99,82.48,81.46,81.83
9/1/64,81.83,82.5,81.57,82.18
9/2/64,82.18,82.76,81.95,82.31
9/3/64,82.31,82.83,82.04,82.56
9/4/64,82.56,83.03,82.31,82.76
9/8/64,82.76,83.24,82.46,82.87
9/9/64,82.87,83.51,82.54,83.05
9/10/64,83.05,83.5,82.6,83.1
9/11/64,83.1,83.84,82.79,83.45
9/14/64,83.45,83.89,82.88,83.22
9/15/64,83.22,83.68,82.69,83
9/16/64,83,83.52,82.57,83.24
9/17/64,83.24,84.18,83.17,83.79
9/18/64,83.79,84.29,83.03,83.48
9/21/64,83.48,84.32,83.41,83.86
9/22/64,83.86,84.44,83.53,83.89
9/23/64,83.89,84.37,83.45,83.91
9/24/64,83.91,84.43,83.45,84
9/25/64,84,84.62,83.56,84.21
9/28/64,84.21,84.73,83.79,84.28
9/29/64,84.28,84.8,83.84,84.24
9/30/64,84.24,84.66,83.86,84.18
10/1/64,84.18,84.53,83.74,84.08
10/2/64,84.08,84.64,83.71,84.36
10/5/64,84.36,85.25,84.2,84.74
10/6/64,84.74,85.24,84.37,84.79
10/7/64,84.79,85.25,84.42,84.8
10/8/64,84.8,85.4,84.47,85.04
10/9/64,85.04,85.6,84.72,85.22
10/12/64,85.22,85.58,84.88,85.24
10/13/64,85.24,85.57,84.63,84.96
10/14/64,84.96,85.29,84.5,84.79
10/15/64,84.79,84.99,83.65,84.25
10/16/64,84.25,85.1,84.1,84.83
10/19/64,84.83,85.36,84.47,84.93
10/20/64,84.93,85.57,84.56,85.18
10/21/64,85.18,85.64,84.77,85.1
10/22/64,85.1,85.44,84.51,84.94
10/23/64,84.94,85.42,84.57,85.14
10/26/64,85.14,85.7,84.65,85
10/27/64,85,85.4,84.61,85
10/28/64,85,85.37,84.43,84.69
10/29/64,84.69,85.15,84.36,84.73
10/30/64,84.73,85.22,84.41,84.86
11/2/64,84.86,85.54,84.51,85.18
11/4/64,85.18,85.9,84.8,85.14
11/5/64,85.14,85.62,84.72,85.16
11/6/64,85.16,85.55,84.65,85.23
11/9/64,85.23,85.72,84.93,85.19
11/10/64,85.19,85.55,84.49,84.84
11/11/64,84.84,85.3,84.49,85.08
11/12/64,85.08,85.63,84.75,85.19
11/13/64,85.19,85.68,84.76,85.21
11/16/64,85.21,85.94,84.88,85.65
11/17/64,85.65,86.55,85.48,86.03
11/18/64,86.03,86.8,85.73,86.22
11/19/64,86.22,86.57,85.6,86.18
11/20/64,86.18,86.8,85.73,86.28
11/23/64,86.28,86.59,85.48,86
11/24/64,86,86.12,85.15,85.73
11/25/64,85.73,86.18,85.1,85.44
11/27/64,85.44,85.68,84.55,85.16
11/30/64,85.16,85.41,84.1,84.42
12/1/64,84.42,84.56,83.36,83.55
12/2/64,83.55,84.23,83.12,83.79
12/3/64,83.79,84.74,83.71,84.18
12/4/64,84.35,84.35,84.35,84.35
12/7/64,84.35,85.03,84.04,84.33
12/8/64,84.33,84.71,83.69,84
12/9/64,84,84.24,83.24,83.46
12/10/64,83.46,83.96,82.98,83.45
12/11/64,83.45,84.05,83.09,83.66
12/14/64,83.66,84.17,83.1,83.45
12/15/64,83.45,83.79,82.65,83.22
12/16/64,83.22,83.94,83,83.55
12/17/64,83.55,84.24,83.34,83.9
12/18/64,83.9,84.65,83.73,84.29
12/21/64,84.29,84.91,84.11,84.38
12/22/64,84.38,84.88,83.94,84.33
12/23/64,84.33,84.76,83.79,84.15
12/24/64,84.15,84.59,83.74,84.15
12/28/64,84.15,84.58,83.7,84.07
12/29/64,84.07,84.35,83.38,83.81
12/30/64,83.81,84.63,83.63,84.3
12/31/64,84.3,85.18,84.18,84.75
1/4/65,84.75,85.15,83.77,84.23
1/5/65,84.23,85.02,84.02,84.63
1/6/65,84.63,85.38,84.45,84.89
1/7/65,84.89,85.62,84.66,85.26
1/8/65,85.26,85.84,84.91,85.37
1/11/65,85.37,85.81,84.9,85.4
1/12/65,85.4,85.98,85.13,85.61
1/13/65,85.61,86.27,85.35,85.84
1/14/65,85.84,86.38,85.41,85.84
1/15/65,85.84,86.52,85.6,86.21
1/18/65,86.21,87.15,85.99,86.49
1/19/65,86.49,87.09,86.15,86.63
1/20/65,86.63,87.1,86.26,86.6
1/21/65,86.6,86.9,86.02,86.52
1/22/65,86.52,87.15,86.2,86.74
1/25/65,86.74,87.27,86.39,86.86
1/26/65,86.86,87.45,86.51,86.94
